source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[depletion method]	characteristics[depletion]	characteristics[developmental stage]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[modification parameter]	comment[modification parameter]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[separation]	comment[technical replicate]	comment[data file]	factor value[organism part]
PXD000852-Sample-72	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S72	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	72	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S72.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S72.raw.zip	hdl
PXD000852-Sample-73	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S73	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	73	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S73.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S73.raw.zip	hdl
PXD000852-Sample-74	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S74	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	74	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S74.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S74.raw.zip	hdl
PXD000852-Sample-75	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S75	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	75	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S75.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S75.raw.zip	hdl
PXD000852-Sample-76	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S76	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	76	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S76.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S76.raw.zip	hdl
PXD000852-Sample-77	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S77	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	77	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S77.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S77.raw.zip	hdl
PXD000852-Sample-78	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S78	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	78	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S78.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S78.raw.zip	hdl
PXD000852-Sample-79	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S79	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	79	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S79.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S79.raw.zip	hdl
PXD000852-Sample-80	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S80	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	80	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S80.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S80.raw.zip	hdl
PXD000852-Sample-81	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S81	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	81	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S81.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S81.raw.zip	hdl
PXD000852-Sample-82	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S82	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	82	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S82.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S82.raw.zip	hdl
PXD000852-Sample-83	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S83	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	83	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S83.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S83.raw.zip	hdl
PXD000852-Sample-84	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S84	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	84	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S84.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S84.raw.zip	hdl
PXD000852-Sample-85	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S85	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	85	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S85.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S85.raw.zip	hdl
PXD000852-Sample-86	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S86	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	86	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S86.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S86.raw.zip	hdl
PXD000852-Sample-87	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S87	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	87	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S87.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S87.raw.zip	hdl
PXD000852-Sample-88	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S88	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	88	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S88.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S88.raw.zip	hdl
PXD000852-Sample-89	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S89	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	89	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S89.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S89.raw.zip	hdl
PXD000852-Sample-90	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S90	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	90	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S90.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S90.raw.zip	hdl
